MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7924808,0.9160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.2800000
MsgID.LOCAL_POSITION,0.5320000,0.0918713,-0.1822893,-0.9166921
MsgID.LOCAL_VELOCITY,0.5320000,0.0000000,0.0000000,1.2879387
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924803,0.4250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,3.2000000
MsgID.LOCAL_POSITION,0.7810000,0.0434535,-0.0774913,-0.4254746
MsgID.LOCAL_VELOCITY,0.7810000,0.0000000,0.0000000,3.2018762
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924803,0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1.0310000,0.0407084,0.1292998,-0.0441621
MsgID.LOCAL_VELOCITY,1.0310000,0.0000199,-0.0000210,0.0000209
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924816,0.0290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1.2810000,0.1808200,-0.0648227,-0.0297789
MsgID.LOCAL_VELOCITY,1.2810000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924808,0.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1.5310000,0.0904696,-0.0684820,-0.0148363
MsgID.LOCAL_VELOCITY,1.5310000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924801,-0.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1.7810000,0.0163862,-0.0275793,0.0019636
MsgID.LOCAL_VELOCITY,1.7810000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924786,-0.0200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2.0310000,-0.1498663,-0.1233419,0.0207678
MsgID.LOCAL_VELOCITY,2.0310000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924796,-0.0400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2.2820000,-0.0358025,-0.0102299,0.0400166
MsgID.LOCAL_VELOCITY,2.2820000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924795,-0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,2.5320000,-0.0499866,-0.0607852,0.0569798
MsgID.LOCAL_VELOCITY,2.5320000,0.0000152,-0.0000129,0.0000039
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924791,-0.0650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,2.7830000,-0.0937371,-0.0023046,0.0656193
MsgID.LOCAL_VELOCITY,2.7830000,0.0005704,0.0003873,-0.0241387
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974483,37.7924810,-0.0550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,3.0330000,0.1193414,0.1480789,0.0553407
MsgID.LOCAL_VELOCITY,3.0330000,0.0029292,-0.0029595,-0.0394653
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924798,-0.0440000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,0.0400000
MsgID.LOCAL_POSITION,3.2830000,-0.0132172,-0.0688441,0.0447502
MsgID.LOCAL_VELOCITY,3.2830000,-0.0118040,-0.0134202,0.0466468
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924783,-0.0420000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3.5330000,-0.1888855,-0.0425814,0.0429248
MsgID.LOCAL_VELOCITY,3.5330000,0.0008322,-0.0003661,-0.0082655
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924789,-0.0140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3.7830000,-0.1209900,0.1334969,0.0148626
MsgID.LOCAL_VELOCITY,3.7830000,0.0000201,-0.0000075,0.0000013
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924797,0.0180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.0340000,-0.0265389,0.1285786,-0.0184951
MsgID.LOCAL_VELOCITY,4.0340000,-0.0000076,0.0000195,0.0000075
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924803,0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.2840000,0.0407607,0.1721354,-0.0527449
MsgID.LOCAL_VELOCITY,4.2840000,-0.0000101,0.0000037,0.0000047
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924799,0.0840000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.5330000,-0.0074307,0.0683903,-0.0849878
MsgID.LOCAL_VELOCITY,4.5330000,0.0000060,0.0000030,0.0000125
MsgID.GLOBAL_POSITION,0.0000000,-122.3974495,37.7924786,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,4.7830000,-0.1538287,0.0374676,-0.1155085
MsgID.LOCAL_VELOCITY,4.7830000,0.0000104,-0.0000278,0.0000120
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924794,0.1440000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.0330000,-0.0585206,0.0879524,-0.1445199
MsgID.LOCAL_VELOCITY,5.0330000,0.0000195,-0.0000185,0.0000211
MsgID.GLOBAL_POSITION,0.0000000,-122.3974479,37.7924799,0.1710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.2830000,-0.0563700,0.4748642,-0.1714440
MsgID.LOCAL_VELOCITY,5.2830000,0.0000087,0.0000184,0.0000133
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924799,0.1940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.5330000,-0.0563729,0.3039561,-0.1948228
MsgID.LOCAL_VELOCITY,5.5330000,-0.0000056,0.0000014,0.0000178
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924799,0.2120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.7830000,-0.0569867,0.1727403,-0.2122270
MsgID.LOCAL_VELOCITY,5.7830000,-0.0000027,0.0000005,0.0000185
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974488,37.7924799,0.2210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.0330000,-0.0578214,0.3942789,-0.2219491
MsgID.LOCAL_VELOCITY,6.0330000,-0.0000211,0.0000060,0.0000197
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924795,0.2220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.2840000,-0.1007977,0.2546192,-0.2220160
MsgID.LOCAL_VELOCITY,6.2840000,0.0000045,-0.0000154,0.0000162
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924801,0.2100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.5340000,-0.0404291,0.1705421,-0.2108471
MsgID.LOCAL_VELOCITY,6.5340000,0.0000068,-0.0000250,0.0000154
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924808,0.1870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.7830000,0.0444672,0.2728998,-0.1874314
MsgID.LOCAL_VELOCITY,6.7830000,-0.0000000,-0.0000121,0.0000138
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,7.0340000,0.0862391,0.1741029,-0.1519779
MsgID.LOCAL_VELOCITY,7.0340000,-0.0000209,0.0000016,0.0000123
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924812,0.1510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.2840000,-0.0659605,0.3176582,-0.1075665
MsgID.LOCAL_VELOCITY,7.2840000,-0.0000066,0.0000091,0.0000136
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924798,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.5340000,-0.0732357,0.4287443,-0.0597565
MsgID.LOCAL_VELOCITY,7.5340000,0.0000027,0.0000145,0.0000211
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924798,0.0590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.7840000,-0.0563700,0.2684298,-0.0151218
MsgID.LOCAL_VELOCITY,7.7840000,0.0000117,-0.0000087,0.0000152
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924799,0.0150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,8.0340000,-0.0619575,0.2779767,0.0206473
MsgID.LOCAL_VELOCITY,8.0340000,-0.0000093,0.0000017,0.0000080
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924799,-0.0200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,8.2840000,-0.1674467,0.2882824,0.0414326
MsgID.LOCAL_VELOCITY,8.2840000,0.0000064,-0.0000015,0.0000085
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924789,-0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,8.5340000,-0.2452572,0.3059469,0.0411151
MsgID.LOCAL_VELOCITY,8.5340000,-0.0000221,-0.0000049,0.0000065
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924782,-0.0410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,8.7840000,-0.1737020,0.2907159,0.0179512
MsgID.LOCAL_VELOCITY,8.7840000,0.0000223,0.0000000,0.0000104
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924789,-0.0170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,9.0350000,-0.0748312,0.1564256,-0.0253661
MsgID.LOCAL_VELOCITY,9.0350000,-0.0000306,0.0000135,0.0000104
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924797,0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924807,0.0800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,9.2850000,0.0364772,0.2902108,-0.0809474
MsgID.LOCAL_VELOCITY,9.2850000,-0.0000053,-0.0000045,0.0000156
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924811,0.1380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,9.5340000,0.0721287,0.2377338,-0.1385221
MsgID.LOCAL_VELOCITY,9.5340000,-0.0000022,-0.0000040,0.0000137
MsgID.GLOBAL_POSITION,0.0000000,-122.3974521,37.7924796,0.1870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,9.7840000,-0.0937950,0.1068034,-0.1875780
MsgID.LOCAL_VELOCITY,9.7840000,-0.0000170,0.0000050,0.0000089
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924786,0.2200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.0340000,-0.1970337,0.2486536,-0.2200034
MsgID.LOCAL_VELOCITY,10.0340000,0.0000238,0.0000103,0.0000168
MsgID.GLOBAL_POSITION,0.0000000,-122.3974487,37.7924800,0.2320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.2850000,-0.0484228,0.4052543,-0.2320476
MsgID.LOCAL_VELOCITY,10.2850000,0.0000172,0.0000108,0.0000210
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924809,0.2240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.5350000,0.0584954,0.3678000,-0.2249917
MsgID.LOCAL_VELOCITY,10.5350000,0.0000072,-0.0000269,0.0000200
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924788,0.2030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,10.7840000,-0.1786572,0.1587086,-0.2038886
MsgID.LOCAL_VELOCITY,10.7840000,-0.0000243,-0.0000444,0.0000200
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924784,0.1740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.0340000,-0.2237821,0.2552976,-0.1742408
MsgID.LOCAL_VELOCITY,11.0340000,-0.0000134,0.0000048,0.0000122
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924799,0.1400000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.2840000,-0.0553606,0.2882825,-0.1405641
MsgID.LOCAL_VELOCITY,11.2840000,0.0000004,-0.0000170,0.0000175
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924802,0.1070000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.5340000,-0.0241217,0.2868363,-0.1070894
MsgID.LOCAL_VELOCITY,11.5340000,-0.0000033,0.0000016,0.0000144
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924803,0.0770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,11.7840000,-0.0089085,0.2261532,-0.0772545
MsgID.LOCAL_VELOCITY,11.7840000,0.0000295,-0.0000186,0.0000204
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,12.0350000,-0.0535265,0.2194825,-0.0533684
MsgID.LOCAL_VELOCITY,12.0350000,0.0000185,-0.0000062,0.0000249
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924799,0.0530000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.2850000,-0.0306565,0.2853993,-0.0364159
MsgID.LOCAL_VELOCITY,12.2850000,-0.0000150,-0.0000299,0.0000133
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924801,0.0360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.5350000,0.0770997,0.3164776,-0.0260487
MsgID.LOCAL_VELOCITY,12.5350000,0.0000091,0.0000141,0.0000172
MsgID.GLOBAL_POSITION,0.0000000,-122.3974497,37.7924811,0.0260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,12.7850000,-0.1009234,0.4198624,-0.0213044
MsgID.LOCAL_VELOCITY,12.7850000,-0.0000315,-0.0000172,0.0000171
MsgID.GLOBAL_POSITION,0.0000000,-122.3974485,37.7924795,0.0210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,13.0350000,-0.1692285,0.2169825,-0.0211931
MsgID.LOCAL_VELOCITY,13.0350000,-0.0000044,-0.0000256,0.0000124
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924789,0.0210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924799,0.0240000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.2860000,-0.0591450,0.2641094,-0.0249513
MsgID.LOCAL_VELOCITY,13.2860000,-0.0000126,-0.0000056,0.0000165
MsgID.LOCAL_POSITION,13.5360000,-0.0723507,0.4284998,-0.0323271
MsgID.LOCAL_VELOCITY,13.5360000,-0.0000096,-0.0000093,0.0000100
MsgID.GLOBAL_POSITION,0.0000000,-122.3974484,37.7924798,0.0320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924796,0.0430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,13.7860000,-0.0953719,0.2692884,-0.0434436
MsgID.LOCAL_VELOCITY,13.7860000,0.0000014,0.0000043,0.0000144
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924806,0.0600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.0360000,0.0213500,0.2498920,-0.0608131
MsgID.LOCAL_VELOCITY,14.0360000,0.0000169,-0.0000331,0.0000178
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924807,0.0870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.2860000,0.0300709,0.2674740,-0.0873777
MsgID.LOCAL_VELOCITY,14.2860000,0.0000087,-0.0000166,0.0000152
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924790,0.1230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.5360000,-0.1601061,0.2852204,-0.1231143
MsgID.LOCAL_VELOCITY,14.5360000,0.0000230,0.0000082,0.0000169
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924789,0.1630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,14.7850000,-0.1732092,0.1348042,-0.1639697
MsgID.LOCAL_VELOCITY,14.7850000,-0.0000104,0.0000010,0.0000213
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7924799,0.2030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15.0350000,-0.0589510,0.1326106,-0.2038261
MsgID.LOCAL_VELOCITY,15.0350000,-0.0000032,0.0000052,0.0000143
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924799,0.2360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
